,UserId,ClusterId
661,320187,1
662,379806,1
663,269220,1
664,291753,1
665,328839,1
666,351372,1
667,373905,1
668,282030,1
669,304563,1
670,327096,1
671,276129,1
672,335748,1
673,358281,2
674,317373,1
675,333963,2
676,282786,1
677,379281,2
678,264873,1
679,307902,1
680,375711,1
681,281505,1
682,324534,1
683,349314,1
684,263592,1
685,277935,1
686,306621,1
687,331401,1
688,374430,1
689,280224,1
690,294567,1
691,323253,1
692,261975,1
693,348033,1
694,276654,1
695,305340,1
696,330120,1
697,321972,1
698,260694,1
699,336525,1
700,365211,1
701,353157,2
702,381843,1
703,343182,1
704,371868,1
705,267435,1
706,296121,1
707,359814,1
708,284067,2
709,312753,1
710,274092,1
711,302778,1
712,290724,1
713,319410,1
714,309183,1
715,358533,1
716,369054,1
717,289191,1
718,301497,1
719,318129,1
720,339087,1
721,287910,1
722,368025,1
723,316848,1
724,298683,1
725,337806,2
726,354438,1
727,366744,1
728,278691,1
729,383376,1
730,373149,2
731,297402,1
732,268968,1
733,314034,1
734,303807,1
735,285600,1
736,275373,2
737,259413,1
738,363930,1
739,310716,2
740,335496,1
741,380562,1
742,352128,1
743,341901,1
744,266154,1
745,309435,2
746,264621,1
747,326067,2
748,332430,1
749,377748,1
750,263340,2
751,324786,1
752,331149,2
753,279972,1
754,347781,1
755,278187,1
756,294819,1
757,323505,1
758,329868,2
759,346500,1
760,364959,1
761,276906,1
762,305592,1
763,381591,2
764,293538,1
765,322224,1
766,260946,1
767,336777,1
768,267183,1
769,295869,1
770,353409,1
771,283815,1
772,312501,1
773,343434,1
774,372120,1
775,302526,1
776,360066,1
777,319158,1
778,333711,1
779,274344,1
780,342153,2
781,290976,1
782,301245,1
783,358785,1
784,272811,1
785,340872,1
786,299964,1
787,357504,1
788,367773,1
789,271530,1
790,316596,1
791,339339,1
792,288162,1
793,298431,2
794,355971,1
795,269997,1
796,286629,1
797,338058,2
798,297150,1
799,373401,1
800,285348,1
801,344967,1
802,304059,1
803,320691,2
804,380310,1
805,292257,1
806,259665,1
807,351876,1
808,265902,2
809,310968,1
810,370587,1
811,366723,2
812,381066,1
813,264369,1
814,278712,1
815,293055,1
816,297633,1
817,311976,1
818,326319,1
819,365442,2
820,379785,1
821,263088,2
822,277431,1
823,291774,1
824,330897,1
825,345240,1
826,359583,1
827,296352,2
828,310695,1
829,325038,1
830,364161,1
831,378504,1
832,290493,1
833,329616,2
834,343959,1
835,358302,1
836,315819,2
837,289212,1
838,369285,1
839,342678,1
840,349083,1
841,322476,2
842,261198,1
843,300195,1
844,273588,1
845,355740,1
846,286650,1
847,305319,1
848,319662,1
849,338583,1
850,352926,1
851,285369,1
852,371847,1
853,337302,1
854,269745,1
855,351897,1
856,370566,1
857,282555,1
858,376971,1
859,323757,1
860,268464,1
861,328083,1
862,350616,1
863,274869,2
864,357021,2
865,301728,1
866,281274,2
867,383880,1
868,308133,1
869,287679,1
870,334992,1
871,314538,1
872,341397,1
873,265650,1
874,368256,1
875,272055,2
876,259917,1
877,374661,2
878,298914,1
879,331926,1
880,297381,1
881,311724,1
882,293307,1
883,379533,1
884,262836,1
885,330645,1
886,344988,1
887,326571,1
888,296100,1
889,277683,1
890,363909,1
891,359835,1
892,276402,1
893,290745,1
894,362628,1
895,315567,2
896,336273,2
897,348831,1
898,289464,2
899,369537,1
900,342930,1
901,322728,1
902,279741,1
903,261450,1
904,376194,1
905,333207,2
906,273840,1
907,355992,1
908,313005,1
909,286398,1
910,366471,2
911,307104,1
912,264117,1
913,340368,1
914,305571,1
915,319914,1
916,285117,1
917,271026,1
918,338835,1
919,353178,2
920,269493,1
921,283836,1
922,372099,2
923,351645,2
924,317100,1
925,268212,1
926,370818,1
927,327831,2
928,350364,2
929,301476,1
930,324009,1
931,281022,1
932,383628,1
933,275121,1
934,334740,1
935,314286,1
936,265398,1
937,287931,1
938,368004,1
939,347550,1
940,298662,1
941,272307,1
942,294840,2
943,348306,1
944,297129,1
945,262584,1
946,276927,1
947,381570,1
948,330393,1
949,279216,1
950,293559,1
951,347025,2
952,295848,2
953,363657,1
954,312480,1
955,326823,1
956,275646,2
957,380289,2
958,292278,1
959,345744,1
960,360087,1
961,308910,1
962,362376,1
963,376719,1
964,325542,2
965,274365,1
966,379008,1
967,368781,1
968,358806,1
969,283059,1
970,375438,1
971,299691,1
972,273084,2
973,316323,1
974,332955,1
975,349587,1
976,322980,1
977,261702,1
978,339612,1
979,263865,1
980,382851,1
981,280497,1
982,338079,1
983,286902,1
984,260421,1
985,354711,1
986,320166,1
987,336798,1
988,269241,1
989,353430,1
990,319137,1
991,284592,1
992,301224,2
993,360843,1
994,317856,1
995,307629,1
996,377475,2
997,351120,1
998,340893,1
999,265146,2
1000,367752,2
1001,357525,1
1002,281778,2
1003,271551,2
1004,374157,1
1005,298410,2
1006,288183,1
1007,315042,1
1008,304815,1
1009,321447,1
1010,278460,1
1011,313509,1
1012,262332,1
1013,381318,1
1014,330141,1
1015,278964,1
1016,346773,1
1017,295596,1
1018,277179,2
1019,312228,2
1020,293811,1
1021,380037,1
1022,328860,2
1023,275898,1
1024,362124,1
1025,343707,1
1026,292530,1
1027,378756,1
1028,360339,1
1029,309162,1
1030,352401,1
1031,325794,2
1032,282807,1
1033,369033,1
1034,342426,1
1035,299439,1
1036,316071,1
1037,375690,1
1038,332703,1
1039,273336,1
1040,289968,1
1041,365967,1
1042,306600,1
1043,263613,2
1044,382599,2
1045,323232,1
1046,280245,1
1047,261954,2
1048,339864,2
1049,270270,1
1050,356496,1
1051,321699,1
1052,270522,1
1053,373128,1
1054,260673,1
1055,354963,1
1056,303786,2
1057,268989,1
1058,371595,1
1059,320418,1
1060,285621,1
1061,337050,1
1062,302253,1
1063,259392,2
1064,353682,1
1065,318885,1
1066,267708,2
1067,370314,2
1068,335517,1
1069,352149,1
1070,300972,1
1071,360591,1
1072,317604,1
1073,274617,1
1074,334236,2
1075,291249,1
1076,350868,1
1077,307881,1
1078,264894,1
1079,367500,1
1080,324513,2
1081,341145,1
1082,298158,2
1083,357777,1
1084,271803,1
1085,374409,1
1086,331422,1
1087,288435,1
1088,348054,1
1089,305067,2
1090,275142,2
1091,332514,1
1092,346857,1
1093,375543,1
1094,302547,2
1095,316890,1
1096,331233,1
1097,345576,1
1098,359919,2
1099,272580,2
1100,301266,1
1101,329952,1
1102,358638,1
1103,278985,1
1104,307671,1
1105,336357,1
1106,365043,1
1107,285642,1
1108,314328,1
1109,371700,1
1110,263361,1
1111,349419,1
1112,378105,1
1113,298704,1
1114,356076,1
1115,305109,1
1116,333795,1
1117,311514,2
1118,354543,1
1119,368886,1
1120,268737,1
1121,326109,2
1122,340452,1
1123,383481,1
1124,260925,1
1125,295890,1
1126,338919,1
1127,267456,1
1128,310485,1
1129,324828,1
1130,367857,1
1131,382200,1
1132,259644,1
1133,323295,1
1134,337638,1
1135,380667,1
1136,294861,1
1137,352233,1
1138,366576,1
1139,372981,1
1140,264642,1
1141,322014,1
1142,379386,1
1143,293580,1
1144,328419,1
1145,350952,2
1146,299985,1
1147,357357,2
1148,277956,1
1149,312795,2
1150,290766,1
1151,291018,1
1152,305361,2
1153,319704,1
1154,317919,1
1155,332262,1
1156,346605,1
1157,360948,2
1158,304080,1
1159,375795,1
1160,302295,2
1161,316638,2
1162,345324,1
1163,288456,1
1164,286671,1
1165,301014,2
1166,315357,1
1167,329700,1
1168,278733,1
1169,364791,1
1170,358890,2
1171,285390,2
1172,336609,2
1173,349167,1
1174,371952,1
1175,292299,1
1176,298452,1
1177,333543,1
1178,327642,2
1179,356328,1
1180,268485,1
1181,282828,2
1182,383229,1
1183,354795,1
1184,369138,1
1185,281295,1
1186,295638,1
1187,326361,1
1188,340704,1
1189,267204,1
1190,367605,1
1191,381948,1
1192,261177,2
1193,353514,1
1194,265671,1
1195,280014,1
1196,325080,1
1197,351981,1
1198,366324,1
1199,323547,1
1200,264390,1
1201,286923,1
1202,350700,2
1203,299733,1
1204,322266,1
1205,271299,2
1206,293832,1
1207,312543,2
1208,357609,1
1209,284109,1
1210,278208,1
1211,347886,2
1212,370419,1
1213,296919,1
1214,319452,1
1215,274638,2
1216,332010,1
1217,360696,1
1218,375039,1
1219,291270,2
1220,319956,1
1221,348642,1
1222,377328,1
1223,273357,1
1224,302043,1
1225,330729,1
1226,289989,1
1227,318675,1
1228,272076,1
1229,372477,1
1230,288708,1
1231,317394,2
1232,346080,1
1233,360423,1
1234,323799,1
1235,381171,1
1236,371196,1
1237,262857,1
1238,359142,1
1239,279489,1
1240,269514,1
1241,286146,1
1242,275919,2
1243,304605,2
1244,361977,1
1245,292551,1
1246,321237,1
1247,339948,1
1248,368634,1
1249,284865,1
1250,356580,1
1251,295386,1
1252,338415,2
1253,266952,2
1254,309981,1
1255,355047,1
1256,283584,1
1257,326613,1
1258,265419,1
1259,337134,1
1260,261429,1
1261,282051,1
1262,308700,1
1263,353766,1
1264,366072,1
1265,325332,1
1266,382704,1
1267,264138,1
1268,307167,1
1269,364539,1
1270,260148,2
1271,280770,1
1272,270543,1
1273,327915,2
1274,287175,1
1275,299481,1
1276,344547,2
1277,316113,1
1278,305886,1
1279,363258,1
1280,277452,1
1281,322518,2
1282,334824,1
1283,369663,1
1284,294084,2
1285,341229,1
1286,357861,1
1287,296667,1
1288,376572,1
1289,377076,1
1290,274890,2
1291,303576,2
1292,375291,1
1293,291522,1
1294,301791,1
1295,330477,2
1296,318423,1
1297,347109,1
1298,273609,1
1299,290241,1
1300,329196,1
1301,345828,1
1302,272328,1
1303,344043,1
1304,372729,1
1305,288960,1
1306,307419,1
1307,336105,1
1308,279237,1
1309,342762,1
1310,269262,1
1311,297948,2
1312,359394,2
1313,285894,1
1314,378357,1
1315,276171,1
1316,304857,1
1317,368382,1
1318,295134,1
1319,340200,1
1320,266700,1
1321,356832,2
1322,367101,1
1323,283332,1
1324,338667,1
1325,383733,1
1326,265167,1
1327,355299,2
1328,281799,1
1329,326865,1
1330,365820,1
1331,337386,1
1332,382452,1
1333,261681,1
1334,263886,1
1335,308952,1
1336,354018,1
1337,364287,1
1338,280518,1
1339,325584,1
1340,335853,1
1341,380919,1
1342,344295,1
1343,270795,1
1344,315861,1
1345,363006,1
1346,334572,2
1347,379638,1
1348,306138,1
1349,277704,1
1350,322770,2
1351,369915,1
1352,294336,1
1353,341481,1
1354,313047,2
1355,358113,1
1356,307398,1
1357,321741,1
1358,364770,1
1359,379113,1
1360,272853,1
1361,330225,1
1362,358911,2
1363,306117,1
1364,320460,1
1365,363489,1
1366,285915,1
1367,328944,1
1368,343287,1
1369,357630,1
1370,319179,1
1371,362208,1
1372,376551,1
1373,270291,1
1374,356349,1
1375,262353,1
1376,291039,1
1377,348411,1
1378,375270,2
1379,295617,1
1380,324303,2
1381,275415,2
1382,332787,1
1383,308679,1
1384,366051,1
1385,339444,1
1386,288477,1
1387,345849,1
1388,315336,1
1389,266448,1
1390,371175,2
1391,299712,1
1392,264915,1
1393,279258,1
1394,336630,1
1395,293853,2
1396,351225,1
1397,298179,1
1398,312522,1
1399,369894,1
1400,327117,1
1401,278229,1
1402,292572,1
1403,335601,2
1404,261933,1
1405,296898,1
1406,303303,1
1407,325836,1
1408,360675,1
1409,383208,1
1410,276948,1
1411,334320,1
1412,260652,1
1413,283353,1
1414,340725,1
1415,310212,1
1416,289758,2
1417,367584,1
1418,373989,2
1419,353535,1
1420,323022,1
1421,267729,1
1422,380394,1
1423,331506,1
1424,300993,1
1425,280539,1
1426,337911,1
1427,360444,2
1428,329973,1
1429,321993,1
1430,273105,1
1431,363237,1
1432,377580,1
1433,285663,1
1434,328692,1
1435,306369,1
1436,320712,1
1437,318927,2
1438,271824,1
1439,361956,2
1440,343539,2
1441,357882,1
1442,305088,1
1443,342258,1
1444,268758,1
1445,291291,2
1446,332535,1
1447,302022,1
1448,275667,1
1449,281820,1
1450,365799,2
1451,345597,1
1452,308931,2
1453,315084,1
1454,266196,2
1455,378861,2
1456,352254,1
1457,313551,1
1458,372960,1
1459,338163,1
1460,264663,1
1461,350973,2
1462,312270,1
1463,336882,1
1464,294105,1
1465,335349,1
1466,349692,1
1467,296646,1
1468,327369,1
1469,278481,1
1470,368613,1
1471,382956,2
1472,348159,1
1473,326088,1
1474,283101,2
1475,277200,1
1476,367332,1
1477,346878,1
1478,260904,1
1479,316365,1
1480,310464,1
1481,290010,1
1482,380142,2
1483,331254,1
1484,353787,1
1485,300741,1
1486,323274,1
1487,280287,1
1488,274386,1
1489,364518,1
1490,288981,1
1491,346353,2
1492,305613,1
1493,322245,1
1494,271068,1
1495,379617,2
1496,328440,2
1497,342783,1
1498,287700,2
1499,345072,1
1500,359415,1
1501,269787,1
1502,378336,1
1503,341502,1
1504,286419,1
1505,358134,1
1506,303051,1
1507,295113,1
1508,274911,1
1509,332283,1
1510,291543,1
1511,308175,1
1512,338940,1
1513,324807,1
1514,355572,1
1515,372204,1
1516,259623,1
1517,265944,2
1518,282576,2
1519,329721,1
1520,299208,1
1521,264411,1
1522,336126,1
1523,297675,1
1524,369390,1
1525,314307,1
1526,263130,1
1527,279762,1
1528,277725,2
1529,335097,1
1530,296394,1
1531,327621,2
1532,293076,1
1533,350448,1
1534,340221,1
1535,309708,1
1536,367080,1
1537,326340,1
1538,383712,2
1539,373485,1
1540,267225,1
1541,261156,1
1542,283857,1
1543,273630,1
1544,331002,1
1545,300489,2
1546,290262,1
1547,347634,1
1548,317121,1
1549,364266,2
1550,354039,1
1551,323526,1
1552,380898,1
1553,370671,2
1554,272601,1
1555,379365,2
1556,328188,2
1557,305865,1
1558,271320,1
1559,361452,1
1560,287952,1
1561,378084,1
1562,304584,1
1563,286167,2
1564,376299,1
1565,321216,2
1566,302799,2
1567,341754,1
1568,319431,1
1569,284886,1
1570,375018,2
1571,332031,2
1572,348663,1
1573,318150,2
1574,275163,1
1575,291795,1
1576,308427,1
1577,339192,1
1578,265692,1
1579,372456,1
1580,329469,1
1581,259875,1
1582,298956,1
1583,315588,1
1584,370923,2
1585,297423,1
1586,336378,1
1587,262878,1
1588,353010,1
1589,279510,1
1590,369642,2
1591,334845,1
1592,296142,1
1593,351477,1
1594,312774,1
1595,294609,1
1596,311241,1
1597,350196,1
1598,319683,1
1599,276696,1
1600,366828,1
1601,383460,2
1602,340473,1
1603,309960,1
1604,266973,1
1605,326592,1
1606,283605,1
1607,373737,1
1608,330750,2
1609,300237,1
1610,347382,1
1611,261408,1
1612,316869,2
1613,364014,1
1614,380646,1
1615,337659,1
1616,307146,2
1617,264159,1
1618,354291,1
1619,270564,1
1620,299250,1
1621,338373,1
1622,352716,1
1623,269283,1
1624,283626,1
1625,297969,2
1626,326655,2
1627,337092,1
1628,351435,1
1629,365778,1
1630,380121,1
1631,268002,1
1632,296688,1
1633,325374,1
1634,350154,1
1635,364497,1
1636,378840,1
1637,356559,2
1638,281064,2
1639,334530,1
1640,287469,1
1641,340935,1
1642,369621,1
1643,265440,1
1644,294126,1
1645,322812,1
1646,347592,1
1647,271845,1
1648,300531,1
1649,382683,2
1650,278502,1
1651,307188,1
1652,331968,1
1653,374997,2
1654,262626,1
1655,305655,1
1656,319998,1
1657,344778,1
1658,291564,1
1659,373716,1
1660,290031,1
1661,304374,1
1662,329154,1
1663,372183,2
1664,275940,1
1665,318969,2
1666,343749,1
1667,358092,1
1668,274407,1
1669,288750,1
1670,295155,1
1671,317688,2
1672,342468,1
1673,377307,1
1674,266721,1
1675,324093,1
1676,348873,1
1677,273126,1
1678,355278,1
1679,279531,1
1680,361683,1
1681,308469,1
1682,333249,1
1683,339654,1
1684,263907,2
1685,321279,1
1686,346059,1
1687,368592,1
1688,381150,1
1689,260379,1
1690,338625,1
1691,352968,1
1692,269031,1
1693,283374,1
1694,297717,1
1695,312060,1
1696,351183,1
1697,365526,1
1698,326907,1
1699,267750,1
1700,296436,1
1701,364245,1
1702,311283,1
1703,325626,1
1704,274659,1
1705,280812,1
1706,334278,1
1707,362964,1
1708,315903,1
1709,310002,1
1710,265188,1
1711,341187,1
1712,369873,2
1713,300279,2
1714,382431,1
1715,323064,1
1716,376530,1
1717,272097,2
1718,331716,2
1719,354249,1
1720,284655,1
1721,313341,1
1722,262374,2
1723,307440,2
1724,330183,1
1725,344526,1
1726,375249,1
1727,305907,1
1728,277473,1
1729,359625,1
1730,290283,1
1731,304626,1
1732,372435,2
1733,358344,1
1734,317436,1
1735,377055,1
1736,266469,1
1737,289002,1
1738,348621,1
1739,371154,1
1740,342720,1
1741,279279,1
1742,324345,1
1743,361431,2
1744,273378,2
1745,332997,1
1746,355530,1
1747,308721,2
1748,368340,1
1749,261912,2
1750,339906,2
1751,298998,1
1752,321531,2
1753,354501,1
1754,297465,1
1755,365274,1
1756,285411,1
1757,314097,1
1758,353220,1
1759,267498,1
1760,296184,1
1761,259350,1
1762,335307,1
1763,363993,1
1764,312816,1
1765,327159,1
1766,351939,1
1767,380625,1
1768,334026,1
1769,362712,1
1770,325878,1
1771,350658,1
1772,340431,1
1773,379344,1
1774,264936,1
1775,375774,1
1776,281568,2
1777,271341,2
1778,300027,1
1779,316659,1
1780,277998,1
1781,294630,2
1782,323316,1
1783,366555,1
1784,276717,1
1785,346563,1
1786,373212,1
1787,293349,2
1788,303870,1
1789,275436,1
1790,320502,1
1791,345282,1
1792,343245,1
1793,292068,1
1794,273903,1
1795,290535,1
1796,302841,1
1797,341964,1
1798,319473,1
1799,358596,1
1800,272622,1
1801,289254,1
1802,301560,1
1803,318192,2
1804,307965,1
1805,332745,2
1806,377811,1
1807,324597,1
1808,349377,1
1809,339150,2
1810,355782,1
1811,368088,2
1812,298746,1
1813,270312,1
1814,315378,1
1815,338121,1
1816,268527,1
1817,354753,1
1818,365022,1
1819,285159,1
1820,381654,1
1821,260883,2
1822,336840,1
1823,267246,2
1824,295932,2
1825,353472,1
1826,335055,2
1827,363741,1
1828,283878,1
1829,351687,1
1830,380373,1
1831,310779,1
1832,259602,2
1833,265965,1
1834,333774,1
1835,350406,2
1836,309498,2
1837,264684,1
1838,326130,1
1839,369369,1
1840,281316,1
1841,357315,1
1842,316407,1
1843,376026,1
1844,271593,1
1845,288225,2
1846,366303,1
1847,306936,1
1848,382935,1
1849,323568,1
1850,346311,1
1851,305403,2
1852,276969,1
1853,322035,1
1854,328398,1
1855,345030,1
1856,304122,1
1857,371931,1
1858,320754,1
1859,343497,1
1860,302589,1
1861,274155,1
1862,319221,2
1863,370650,1
1864,301308,1
1865,358848,1
1866,360927,1
1867,272874,1
1868,317940,2
